text	label
Heinz-Harald Frentzen ( Germany ) Sauber	[('ORG', 5, 5), ('PER', 0, 1), ('LOC', 3, 3)]
Fastest lap : Berger 1:53.067 ( 221.857 kph )	[('PER', 3, 3)]
MOTOR RACING - SCHUMACHER WINS BELGIAN GRAND PRIX .	[('PER', 3, 3), ('MISC', 5, 7)]
SPA-FRANCOCHAMPS 1996-08-25	[('LOC', 0, 0)]
Michael Schumacher of	[('PER', 0, 1)]
Germany , driving a Ferrari , won the Belgian Grand Prix motor	[('ORG', 4, 4), ('LOC', 0, 0), ('MISC', 8, 10)]
race on Sunday .	[]
Canada 's Jacques Villeneuve finished second in his Williams	[('ORG', 8, 8), ('PER', 2, 3), ('LOC', 0, 0)]
and Mika Hakkinen of Finland was third in a McLaren .	[('ORG', 9, 9), ('PER', 1, 2), ('LOC', 4, 4)]
Frenchman Jean Alesi came fourth in his Benetton with	[('ORG', 7, 7), ('PER', 1, 2), ('MISC', 0, 0)]
Britain 's Damon Hill fifth in a Williams and Gerhard Berger of	[('ORG', 7, 7), ('PER', 2, 3), ('PER', 9, 10), ('LOC', 0, 0)]
Austria sixth in the other Benetton .	[('ORG', 5, 5), ('LOC', 0, 0)]
World drivers ' championship standings ( after 13 rounds ) :	[]
1. Damon Hill ( Britain ) 81 points	[('PER', 1, 2), ('LOC', 4, 4)]
2. Jacques Villeneuve ( Canada ) 68	[('PER', 1, 2), ('LOC', 4, 4)]
3. Michael Schumacher ( Germany ) 39	[('PER', 1, 2), ('LOC', 4, 4)]
4. Jean Alesi ( France ) 38	[('PER', 1, 2), ('LOC', 4, 4)]
5. Mika Hakkinen ( Finland ) 23	[('PER', 1, 2), ('LOC', 4, 4)]
6. David Coulthard ( Britain ) 18	[('PER', 1, 2), ('LOC', 4, 4)]
7. Gerhard Berger ( Austria ) 17	[('PER', 1, 2), ('LOC', 4, 4)]
8. Olivier Panis ( France ) 13	[('PER', 1, 2), ('LOC', 4, 4)]
9. Rubens Barrichello ( Brazil ) 12	[('PER', 1, 2), ('LOC', 4, 4)]
10. Eddie Irvine ( Britain ) 9	[('PER', 1, 2), ('LOC', 4, 4)]
11. Heinz-Harald Frentzen ( Germany ) 6	[('PER', 1, 2), ('LOC', 4, 4)]
12. Mika Salo ( Finland ) 5	[('PER', 1, 2), ('LOC', 4, 4)]
13. Johnny Herbert ( Britain ) 4	[('PER', 1, 2), ('LOC', 4, 4)]
14. Martin Brundle ( Britain ) 3	[('PER', 1, 2), ('LOC', 4, 4)]
15 equal .	[]
Jos Verstappen ( Netherlands ) 1	[('PER', 0, 1), ('LOC', 3, 3)]
15 equal .	[]
Pedro Diniz ( Brazil ) 1	[('PER', 0, 1), ('LOC', 3, 3)]
Constructors ' championship :	[]
1. Williams 149 points	[('ORG', 1, 1)]
2. Benetton 55	[('ORG', 1, 1)]
3. Ferrari 48	[('ORG', 1, 1)]
4. McLaren 41	[('ORG', 1, 1)]
5. Jordan 15	[('ORG', 1, 1)]
6. Ligier 14	[('ORG', 1, 1)]
7. Sauber 10	[('ORG', 1, 1)]
8. Tyrrell 5	[('ORG', 1, 1)]
9. Footwork 1	[]
RALLYING - LEADING POSITIONS IN 1,000 LAKES RALLY .	[('MISC', 5, 7)]
JYVASKYLA , Finland 1996-08-25	[('LOC', 0, 0), ('LOC', 2, 2)]
Leading positions	[]
after six of Sunday 's 12 special stages in the 1,000 Lakes	[('MISC', 10, 11)]
Rally , sixth round of the world championship :	[('MISC', 0, 0)]
1. Juha Kankkunen ( Finland ) Toyota Celica 2 hours 30 minutes	[('PER', 1, 2), ('LOC', 4, 4), ('MISC', 6, 7)]
52 seconds	[]
3. Tommi Makinen ( Finland ) Mitsubishi Lancer 8 seconds	[('PER', 1, 2), ('LOC', 4, 4), ('MISC', 6, 7)]
behind	[]
2. Marcus Gronholm ( Finland ) Toyota Celica 1:46	[('PER', 1, 2), ('LOC', 4, 4), ('MISC', 6, 7)]
4. Jarmo Kytolehto ( Finland ) Ford Escort 1:56	[('PER', 1, 2), ('LOC', 4, 4), ('MISC', 6, 7)]
5. Kenneth Eriksson ( Sweden ) Subaru Impreza 2:05	[('PER', 1, 2), ('LOC', 4, 4), ('MISC', 6, 7)]
6. Thomas Radstrom ( Sweden ) Toyota Celica 2:23	[('PER', 1, 2), ('LOC', 4, 4), ('MISC', 6, 7)]
MOTORCYCLING - WORLD SUPERBIKE CHAMPIONSHIP RESULTS .	[]
SUGO , Japan 1996-08-25	[('LOC', 0, 0), ('LOC', 2, 2)]
Leading results from round	[]
nine of the superbike world championship on Sunday :	[]
First race	[]
1. Yuuchi Takeda ( Japan ) Honda 38 minutes 30.054 seconds	[('ORG', 6, 6), ('PER', 1, 2), ('LOC', 4, 4)]
2. Noriyuki Haga ( Japan ) Yamaha 38:30.140	[('ORG', 6, 6), ('PER', 1, 2), ('LOC', 4, 4)]
3. Wataru Yoshikawa ( Japan ) Yamaha 38:32.353	[('ORG', 6, 6), ('PER', 1, 2), ('LOC', 4, 4)]
4. Troy Corser ( Australia ) Ducati 38:34.436	[('ORG', 6, 6), ('PER', 1, 2), ('LOC', 4, 4)]
5. John Kocinski ( U.S. ) Ducati 38:36.306	[('ORG', 6, 6), ('PER', 1, 2), ('LOC', 4, 4)]
6. Aaron Slight ( New Zealand ) Honda 38:41.756	[('ORG', 7, 7), ('PER', 1, 2), ('LOC', 4, 5)]
7. Norihiko Fujiwara ( Japan ) Yamaha 38:43.253	[('ORG', 6, 6), ('PER', 1, 2), ('LOC', 4, 4)]
8. Carl Fogarty ( Britain ) Honda 38:49.595	[('ORG', 6, 6), ('PER', 1, 2), ('LOC', 4, 4)]
9. Akira Ryo ( Japan ) Kawasaki 38:50.269	[('ORG', 6, 6), ('PER', 1, 2), ('LOC', 4, 4)]
10. Shiya Takeishi ( Japan ) Kawasaki 38:52.271	[('ORG', 6, 6), ('PER', 1, 2), ('LOC', 4, 4)]
Fastest lap : Haga 147.159 kph .	[('PER', 3, 3)]
Second race	[]
1. Takuma Aoki ( Japan ) Honda 38:18.759	[('ORG', 6, 6), ('PER', 1, 2), ('LOC', 4, 4)]
2. Kocinski 38:19.313	[('PER', 1, 1)]
3. Haga 38:32.040	[('PER', 1, 1)]
4. Slight 38:32.149	[('PER', 1, 1)]
5. Fogarty 38:32.719	[('PER', 1, 1)]
6. Fujiwara 38:33.595	[('PER', 1, 1)]
7. Ryo 38:34.682	[('PER', 1, 1)]
8. Takeishi 38:34.999	[('PER', 1, 1)]
9. Yoshikawa 38:35.297	[('PER', 1, 1)]
10. Corser 38:42.015	[('PER', 1, 1)]
Fastest lap : Aoki 147.786 kph	[('PER', 3, 3)]
World championship standings ( after nine rounds ) :	[]
1. Slight 280 points	[('PER', 1, 1)]
2. Corser 269	[('PER', 1, 1)]
3. Kocinski 254	[('PER', 1, 1)]
4. Fogarty 236	[('PER', 1, 1)]
5. Colin Edwards ( U.S. ) Yamaha 176	[('ORG', 6, 6), ('PER', 1, 2), ('LOC', 4, 4)]
6. Pier Francesco Chili ( Italy ) Ducati 175	[('ORG', 7, 7), ('PER', 1, 3), ('LOC', 5, 5)]
7. Simon Crafar ( New Zealand ) Kawasaki 132	[('ORG', 7, 7), ('PER', 1, 2), ('LOC', 4, 5)]
8. Anthony Gobert ( Australia ) Kawasaki 117	[('ORG', 6, 6), ('PER', 1, 2), ('LOC', 4, 4)]
9. Yoshikawa 107	[('PER', 1, 1)]
10. Neil Hodgson ( Britain ) Ducati 82	[('ORG', 6, 6), ('PER', 1, 2), ('LOC', 4, 4)]
Revised placings for second race after the disqualification	[]
of Japanese rider Noriyuki Haga for using an illegal carburettor	[('PER', 3, 4), ('MISC', 1, 1)]
part :	[]
1. Takuma Aoki ( Japan ) Honda 38:18.759	[('ORG', 6, 6), ('PER', 1, 2), ('LOC', 4, 4)]
2. Kocinski 38:19.313	[('PER', 1, 1)]
3. Slight 38:32.149	[('PER', 1, 1)]
4. Fogarty 38:32.719	[('PER', 1, 1)]
5. Fujiwara 38:33.595	[('PER', 1, 1)]
6. Ryo 38:34.682	[('PER', 1, 1)]
7. Takeishi 38:34.999	[('PER', 1, 1)]
8. Yoshikawa 38:35.297	[('PER', 1, 1)]
9. Corser 38:42.015	[('PER', 1, 1)]
10. Keiichi Kitigawa ( Japan ) Suzuki 38:42.333	[('ORG', 6, 6), ('PER', 1, 2), ('LOC', 4, 4)]
Fastest lap : Aoki 147.786 kph	[('PER', 3, 3)]
Revised world championship standings ( after nine rounds ) :	[]
1. Slight 283 points	[('PER', 1, 1)]
2. Corser 270	[('PER', 1, 1)]
3. Kocinski 254	[('PER', 1, 1)]
4. Fogarty 238	[('PER', 1, 1)]
5. Colin Edwards ( U.S. ) Yamaha 176	[('ORG', 6, 6), ('PER', 1, 2), ('LOC', 4, 4)]
6. Pier Francesco Chili ( Italy ) Ducati 175	[('ORG', 7, 7), ('PER', 1, 3), ('LOC', 5, 5)]
7. Simon Crafar ( New Zealand ) Kawasaki 133	[('ORG', 7, 7), ('PER', 1, 2), ('LOC', 4, 5)]
8. Anthony Gobert ( Australia ) Kawasaki 117	[('ORG', 6, 6), ('PER', 1, 2), ('LOC', 4, 4)]
9. Yoshikawa 108	[('PER', 1, 1)]
10. Neil Hodgson ( Britain ) Ducati 82	[('ORG', 6, 6), ('PER', 1, 2), ('LOC', 4, 4)]
MOTORCYCLING - JAPANESE WIN BOTH ROUND NINE SUPERBIKE RACES .	[('PER', 6, 6), ('MISC', 2, 2)]
SUGO , Japan 1996-08-25	[('LOC', 0, 0), ('LOC', 2, 2)]
Teenager Yuuichi Takeda , racing in only his first season , outclassed the big names to win the first race in round nine of the world superbike championship on Sunday .	[('PER', 1, 2)]
Takeda , 18 , showed poise far beyond his years to overtake Australian Ducati rider Troy Corser , last year 's championship runner-up , with four of the 25 laps left .	[('ORG', 13, 13), ('PER', 0, 0), ('PER', 15, 16), ('MISC', 12, 12)]
Honda 's Takeda was pursued past Corser by the Yamaha duo of Noriyuki Haga and Wataru Yoshikawa with Haga briefly taking the lead in the final chicane on the last lap .	[('ORG', 0, 0), ('ORG', 9, 9), ('PER', 2, 2), ('PER', 6, 6), ('PER', 12, 13), ('PER', 15, 16), ('PER', 18, 18)]
But Takeda found one more spurt of power to just take the flag first with Haga second and Yoshikawa third .	[('PER', 1, 1), ('PER', 15, 15), ('PER', 18, 18)]
Haga had the consolation of recording the fastest lap at 147.159 kph .	[('PER', 0, 0)]
Corser , who crashed during practice on Friday , limped in fourth , four seconds behind Takeda with championship leader Aaron Slight of New Zealand 11 seconds behind the winner .	[('PER', 0, 0), ('PER', 16, 16), ('PER', 20, 21), ('LOC', 23, 24)]
In the second race , Takeda again challenged strongly until the fifth lap from the end when he crashed while running second to eventual race winner Takuma Aoki .	[('PER', 5, 5), ('PER', 26, 27)]
Aoki , the elder brother of reigning 125cc world champion Haruchika , had a race-long duel with John Kocinski of the United States on a Ducati before taking the chequered flag .	[('ORG', 25, 25), ('PER', 0, 0), ('PER', 10, 10), ('PER', 17, 18), ('LOC', 21, 22)]
Kocinski led for the early laps before he was passed first by Aoki , who recorded the fastest lap of 147.786 kph , and then by Takeda .	[('PER', 0, 0), ('PER', 12, 12), ('PER', 26, 26)]
With Takeda out of the race , Kocinski regained second place but he could not overtake Aoki .	[('PER', 1, 1), ('PER', 7, 7), ('PER', 16, 16)]
Haga again was the unlucky rider finishing third ahead of Slight with Corser in 10th place .	[('PER', 0, 0), ('PER', 10, 10), ('PER', 12, 12)]
But the strong showing by the Japanese riders did not alter the championship table with Slight still leading on 280 points , followed by Corser with 269 and Kocinski with 254 .	[('PER', 15, 15), ('PER', 24, 24), ('PER', 28, 28), ('MISC', 6, 6)]
RUGBY LEAGUE - EUROPEAN SUPER LEAGUE RESULTS / STANDINGS .	[('MISC', 0, 1), ('MISC', 3, 5)]
LONDON 1996-08-25	[('LOC', 0, 0)]
Results of European Super League	[('MISC', 2, 4)]
rugby league matches on Sunday :	[]
Halifax 64 Leeds 24	[('ORG', 0, 0), ('ORG', 2, 2)]
London 56 Castleford 0	[('ORG', 0, 0), ('ORG', 2, 2)]
Standings :	[]
Wigan 22 19 1 2 902 326 39	[('ORG', 0, 0)]
St Helens 21 19 0 2 884 441 38	[('ORG', 0, 1)]
Bradford 22 17 0 5 767 409 34	[('ORG', 0, 0)]
London 22 12 1 9 611 462 25	[('ORG', 0, 0)]
Warrington 21 12 0 9 555 499 24	[('ORG', 0, 0)]
Halifax 22 10 1 11 667 576 21	[('ORG', 0, 0)]
Sheffield 22 10 0 12 599 730 20	[('ORG', 0, 0)]
Oldham 22 9 1 12 473 681 19	[('ORG', 0, 0)]
Castleford 22 9 0 13 548 599 18	[('ORG', 0, 0)]
Leeds 22 6 0 16 555 745 12	[('ORG', 0, 0)]
Paris 22 3 1 18 398 795 7	[('ORG', 0, 0)]
Workington 22 2 1 19 325 1021 5	[('ORG', 0, 0)]
CRICKET - POLLOCK CONCLUDES WARWICKSHIRE CAREER WITH FLOURISH .	[('ORG', 4, 4), ('PER', 2, 2)]
LONDON 1996-08-25	[('LOC', 0, 0)]
South African fast bowler Shaun Pollock concluded his Warwickshire career with a flourish on Sunday by taking the final three wickets during the county 's Sunday league victory over Worcestershire .	[('ORG', 8, 8), ('ORG', 29, 29), ('PER', 4, 5), ('MISC', 0, 1)]
Pollock , who returns home on Tuesday for an ankle operation , took the last three wickets in nine balls as Worcestershire were dismissed for 154 .	[('ORG', 21, 21), ('PER', 0, 0)]
After an hour 's interruption for rain , Warwickshire then reached an adjusted target of 109 with 13 balls to spare and record their fifth win in the last six games .	[('ORG', 8, 8)]
Warwickshire are currently in fourth position behind Yorkshire , Nottinghamshire and Surrey .	[('ORG', 0, 0), ('ORG', 7, 7), ('ORG', 9, 9), ('ORG', 11, 11)]
Yorkshire captain David Byas completed his third Sunday league century as his side swept clear at the top of the table , reaching a career best 111 not out against Lancashire .	[('ORG', 0, 0), ('ORG', 30, 30), ('PER', 2, 3)]
Lancashire 's total of 205 for eight from 40 overs looked reasonable before Byas put their attack to the sword , collecting his runs from just 100 balls with three sixes and nine fours .	[('ORG', 0, 0), ('PER', 13, 13)]
Yorkshire eventually reached their target with only four wickets down and 7.5 overs to spare .	[('ORG', 0, 0)]
SOCCER - HINCHCLIFFE CALLED INTO ENGLAND SQUAD .	[('PER', 2, 2), ('LOC', 5, 5)]
LONDON 1996-08-25	[('LOC', 0, 0)]
England manager Glenn Hoddle called up uncapped Everton defender Andy Hinchcliffe on Sunday to the national squad for the opening World Cup qualifier against Moldova next weekend .	[('ORG', 7, 7), ('PER', 2, 3), ('PER', 9, 10), ('LOC', 0, 0), ('LOC', 24, 24), ('MISC', 20, 21)]
Left-back Hinchcliffe , 27 , replaces Tottenham 's Darren Anderton who has a recurring groin problem .	[('ORG', 6, 6), ('PER', 1, 1), ('PER', 8, 9)]
CRICKET - ENGLAND 326 AND 74-0 ; PAKISTAN 521-8 DECLARED .	[('LOC', 2, 2), ('LOC', 7, 7)]
LONDON 1996-08-25	[('LOC', 0, 0)]
England were 74 for no wicket in	[('LOC', 0, 0)]
their second innings at the close of the fourth day of the third	[]
and final test at The Oval on Sunday .	[('LOC', 4, 5)]
Scores : England 326 and 74-0 ; Pakistan 521-8 declared .	[('LOC', 2, 2), ('LOC', 7, 7)]
SOCCER - ENGLISH PREMIER LEAGUE SUMMARY .	[('MISC', 2, 2)]
LONDON 1996-08-25	[('LOC', 0, 0)]
Summary of an English premier	[('MISC', 3, 3)]
league soccer match on Sunday :	[]
Manchester United 2 ( Cruyff 39th minute , Solskjaer 70th )	[('ORG', 0, 1), ('PER', 4, 4), ('PER', 8, 8)]
Blackburn 2 ( Warhurst 34th , Bohinen 51st ) .	[('ORG', 0, 0), ('PER', 3, 3), ('PER', 6, 6)]
Halftime 1-1 .	[]
Attendance 54,178 .	[]
SOCCER - ENGLISH LEAGUE RESULTS / STANDINGS .	[('MISC', 2, 2)]
LONDON 1996-08-25	[('LOC', 0, 0)]
Results of English league soccer	[('MISC', 2, 2)]
matches on Sunday :	[]
Premier league	[]
Manchester United 2 Blackburn 2	[('ORG', 0, 1), ('ORG', 3, 3)]
Standings ( ( tabulated under played , won , drawn , lost , goals	[]
for , against , points ) :	[]
Sheffield Wednesday 3 3 0 0 6 2 9	[('ORG', 0, 1)]
Chelsea 3 2 1 0 3 0 7	[('ORG', 0, 0)]
Arsenal 3 2 0 1 4 2 6	[('ORG', 0, 0)]
Aston Villa 3 2 0 1 4 2 6	[('ORG', 0, 1)]
Manchester United 3 1 2 0 7 4 5	[('ORG', 0, 1)]
Sunderland 3 1 2 0 4 1 5	[('ORG', 0, 0)]
Liverpool 3 1 2 0 5 3 5	[('ORG', 0, 0)]
Everton 3 1 2 0 4 2 5	[('ORG', 0, 0)]
Tottenham 3 1 2 0 3 1 5	[('ORG', 0, 0)]
Nottingham Forest 3 1 1 1 5 5 4	[('ORG', 0, 1)]
West Ham 3 1 1 1 3 4 4	[('ORG', 0, 1)]
Leicester 3 1 1 1 2 3 4	[('ORG', 0, 0)]
Newcastle 3 1 0 2 3 4 3	[('ORG', 0, 0)]
Middlesbrough 3 0 2 1 4 5 2	[('ORG', 0, 0)]
Derby 3 0 2 1 4 6 2	[('ORG', 0, 0)]
Leeds 2 0 1 1 3 5 1	[('ORG', 0, 0)]
Southampton 3 0 1 2 2 4 1	[('ORG', 0, 0)]
Blackburn 3 0 1 2 2 5 1	[('ORG', 0, 0)]
Coventry 3 0 1 2 1 6 1	[('ORG', 0, 0)]
Wimbledon 2 0 0 2 0 5 0	[('ORG', 0, 0)]
Division one	[]
Barnsley 3 Huddersfield 1	[('ORG', 0, 0), ('ORG', 2, 2)]
Standings :	[]
Bolton 3 2 1 0 5 2 7	[('ORG', 0, 0)]
Barnsley 2 2 0 0 5 2 6	[('ORG', 0, 0)]
Wolverhampton 2 2 0 0 4 1 6	[('ORG', 0, 0)]
Queens Park Rangers 2 2 0 0 4 2 6	[('ORG', 0, 2)]
Stoke 2 2 0 0 4 2 6	[('ORG', 0, 0)]
Birmingham 2 1 1 0 5 4 4	[('ORG', 0, 0)]
Tranmere 2 1 1 0 4 3 4	[('ORG', 0, 0)]
Oxford 2 1 0 1 6 2 3	[('ORG', 0, 0)]
Ipswich 2 1 0 1 5 3 3	[('ORG', 0, 0)]
Bradford 2 1 0 1 3 2 3	[('ORG', 0, 0)]
Crystal Palace 2 1 0 1 3 2 3	[('ORG', 0, 1)]
Huddersfield 2 1 0 1 3 3 3	[('ORG', 0, 0)]
Norwich 2 1 0 1 3 3 3	[('ORG', 0, 0)]
Reading 2 1 0 1 3 5 3	[('ORG', 0, 0)]
Manchester City 3 1 0 2 2 3 3	[('ORG', 0, 1)]
Port Vale 2 0 2 0 2 2 2	[('ORG', 0, 1)]
Sheffield United 2 0 1 1 4 5 1	[('ORG', 0, 1)]
West Bromwich 2 0 1 1 2 3 1	[('ORG', 0, 1)]
Charlton 2 0 1 1 1 3 1	[('ORG', 0, 0)]
Swindon 2 0 1 1 1 3 1	[('ORG', 0, 0)]
Southend 2 0 1 1 1 6 1	[('ORG', 0, 0)]
Grimsby 2 0 0 2 3 6 0	[('ORG', 0, 0)]
Oldham 2 0 0 2 2 5 0	[('ORG', 0, 0)]
Portsmouth 2 0 0 2 2 5 0	[('ORG', 0, 0)]
CRICKET - ENGLAND V PAKISTAN FINAL TEST SCOREBOARD .	[('LOC', 2, 2), ('LOC', 4, 4)]
LONDON 1996-08-25	[('LOC', 0, 0)]
Scoreboard on the fourth day of	[]
the third and final test between England and Pakistan at The	[('LOC', 6, 6), ('LOC', 8, 8)]
Oval on Sunday :	[('LOC', 0, 0)]
England first innings 326 ( J. Crawley 106 , G. Thorpe 54 ; Waqar	[('PER', 5, 6), ('PER', 9, 10), ('PER', 13, 13), ('LOC', 0, 0)]
Younis 4-95 )	[('PER', 0, 0)]
Pakistan first innings ( overnight 339-4 )	[('LOC', 0, 0)]
Saeed Anwar c Croft b Cork 176	[('PER', 0, 1), ('PER', 3, 3), ('PER', 5, 5)]
Aamir Sohail c Cork b Croft 46	[('PER', 0, 1), ('PER', 3, 3), ('PER', 5, 5)]
Ijaz Ahmed c Stewart b Mullally 61	[('PER', 0, 1), ('PER', 3, 3), ('PER', 5, 5)]
Inzamam-ul-Haq c Hussain b Mullally 35	[('PER', 0, 0), ('PER', 2, 2), ('PER', 4, 4)]
Salim Malik not out 100	[('PER', 0, 1)]
Asif Mujtaba run out 13	[('PER', 0, 1)]
Wasim Akram st Stewart b Croft 40	[('PER', 0, 1), ('PER', 3, 3), ('PER', 5, 5)]
Moin Khan b Salisbury 23	[('PER', 0, 1), ('PER', 3, 3)]
Mushtaq Ahmed c Crawley b Mullally 2	[('PER', 0, 1), ('PER', 3, 3), ('PER', 5, 5)]
Waqar Younis not out 0	[('PER', 0, 1)]
Extras ( b-4 lb-5 nb-16 ) 25	[]
Total ( for eight wickets , declared ) 521	[]
Fall of wickets : 1-106 2-239 3-334 4-334 5-365 6-440 7-502	[]
8-519	[]
Did not bat : Mohammad Akam	[('PER', 4, 5)]
Bowling : Lewis 23-3-112-0 , Mullally 37.1-7-97-3 , Croft	[('PER', 2, 2), ('PER', 5, 5), ('PER', 8, 8)]
47-10-116-2 , Cork 23-5-71-1 , Salisbury 29-3-116-1	[('PER', 2, 2), ('PER', 5, 5)]
England second innings	[('LOC', 0, 0)]
M. Atherton not out 26	[('PER', 0, 1)]
A. Stewart not out 40	[('PER', 0, 1)]
Extras ( nb-8 ) 8	[]
Total ( for no wicket ) 74	[]
Bowling ( to date ) : Wasim Akram 7-0-35-0 , Waqar Younis	[('PER', 6, 7), ('PER', 10, 11)]
7-1-24-0 , Mushtaq Ahmed 7-2-11-0 , Aamir Sohail 2-1-4-0	[('PER', 2, 3), ('PER', 6, 7)]
CRICKET - PAKISTAN DECLARE FIRST INNINGS AT 521-8 .	[('LOC', 2, 2)]
LONDON 1996-08-25	[('LOC', 0, 0)]
Pakistan declared their first	[('LOC', 0, 0)]
innings at 521-8 on the fourth day of the third and final test	[]
against England at The Oval on Sunday .	[('LOC', 1, 1), ('LOC', 3, 4)]
Scores : England 326 ; Pakistan 521-8 .	[('LOC', 2, 2), ('LOC', 5, 5)]
SOCCER - SCOTTISH PREMIER DIVISION RESULT / STANDINGS .	[('MISC', 2, 2)]
GLASGOW 1996-08-25	[('LOC', 0, 0)]
Result of a Scottish premier	[('MISC', 3, 3)]
division soccer match on Sunday :	[]
Aberdeen 4 Hearts 0	[('ORG', 0, 0), ('ORG', 2, 2)]
Standings ( tabulated under played , won , drawn , lost , goals	[]
for , against , points ) :	[]
Rangers 3 3 0 0 7 2 9	[('ORG', 0, 0)]
Celtic 3 2 1 0 9 4 7	[('ORG', 0, 0)]
Aberdeen 3 1 2 0 8 4 5	[('ORG', 0, 0)]
Motherwell 3 1 2 0 6 3 5	[('ORG', 0, 0)]
Hibernian 3 1 1 1 2 2 4	[('ORG', 0, 0)]
Hearts 2 1 0 1 3 6 3	[('ORG', 0, 0)]
Kilmarnock 3 1 0 2 5 7 3	[('ORG', 0, 0)]
Dundee United 3 0 1 2 1 3 1	[('ORG', 0, 1)]
Dunfermline 2 0 1 1 2 5 1	[('ORG', 0, 0)]
Raith 3 0 0 3 1 8 0	[('ORG', 0, 0)]
CRICKET - PAKISTAN 473-6 AT TEA ON FOURTH DAY THIRD TEST .	[('LOC', 2, 2)]
LONDON 1996-08-25	[('LOC', 0, 0)]
Pakistan were 473-6 at tea on the fourth day of the third and final test at The Oval on Sunday in reply to England 's 326 .	[('LOC', 0, 0), ('LOC', 16, 17), ('LOC', 23, 23)]
Scores : England 326 ; Pakistan 473-6 .	[('LOC', 2, 2), ('LOC', 5, 5)]
CRICKET - RUN-OUT GIVES LEWIS AND ENGLAND SLIM SATISFACTION .	[('PER', 4, 4), ('LOC', 6, 6)]
LONDON 1996-08-25	[('LOC', 0, 0)]
Chris Lewis did his best to forget his controversial omission from the England one-day squad on Sunday but could not prevent Pakistan reasserting their dominance in the final test at The Oval .	[('PER', 0, 1), ('LOC', 12, 12), ('LOC', 21, 21), ('LOC', 30, 31)]
A super piece of fielding by Lewis , dropped as a disciplinary measure after arriving only 35 minutes before the start on the fourth morning , provided the only bright spot for England as the touring team batted on to reach 413 for five at the interval , a lead of 87 .	[('PER', 6, 6), ('LOC', 32, 32)]
The solitary wicket to fall was Asif Mujtaba , run out for 13 attempting a second run to third man where Lewis was lurking with a point to prove .	[('PER', 6, 7), ('PER', 21, 21)]
There seemed scant danger until the Surrey player swooped on to the ball and returned off balance to county team mate Alec Stewart who whipped off the bails .	[('ORG', 6, 6), ('PER', 21, 22)]
Lewis , though , could not make similar waves with the ball as Salim Malik and Wasim Akram batted through the rest of the session with few alarms .	[('PER', 0, 0), ('PER', 13, 14), ('PER', 16, 17)]
Wasim rattled along to 30 not out , outscoring his partner who was unbeaten on 24 at the break , although the weather was again threatening to play the dominant role .	[('PER', 0, 0)]
Rain arrived just as the players left the field for lunch , forcing the ground-staff into action yet again .	[]
The weather delayed the resumption for over an hour , the umpires finally announcing play would start again at 1445 local time ( 1345 GMT ) .	[('MISC', 24, 24)]
CRICKET - ENGLAND NAME SQUAD FOR ONE-DAY INTERNATIONALS .	[('LOC', 2, 2)]
LONDON 1996-08-25	[('LOC', 0, 0)]
The England cricket squad was announced on Sunday for the one-day international series against Pakistan starting on Thursday .	[('LOC', 1, 1), ('LOC', 14, 14)]
Squad : Michael Atherton ( captain ) , Alec Stewart , Graham Thorpe , Nick Knight , Graham Lloyd , Matthew Maynard , Ronnie Irani , Adam Hollioake , Robert Croft , Darren Gough , Peter Martin , Dean Headley , Alan Mullally .	[('PER', 2, 3), ('PER', 8, 9), ('PER', 11, 12), ('PER', 14, 15), ('PER', 17, 18), ('PER', 20, 21), ('PER', 23, 24), ('PER', 26, 27), ('PER', 29, 30), ('PER', 32, 33), ('PER', 35, 36), ('PER', 38, 39), ('PER', 41, 42)]
TENNIS - RESULTS AT CANADIAN OPEN .	[('MISC', 4, 5)]
TORONTO 1996-08-25	[('LOC', 0, 0)]
Results from the Canadian Open	[('MISC', 3, 4)]
tennis tournament on Sunday ( prefix number denotes seeding ) :	[]
